,activation,alpha,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,momentum,nesterovs_momentum,solver,tol,Validation accuracy
19,logistic,0.01,10.0,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.9199999999999999
20,logistic,0.01,10.0,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.9199999999999999
21,logistic,0.01,10.0,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.9199999999999999
22,logistic,0.01,10.0,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.9199999999999999
23,logistic,0.01,10.0,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.9199999999999999
24,logistic,0.001,,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
25,logistic,0.001,,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
26,logistic,0.001,,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
27,logistic,0.001,32.0,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
28,logistic,0.001,32.0,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
29,logistic,0.001,32.0,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
30,logistic,0.001,32.0,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
31,logistic,0.001,32.0,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
32,logistic,0.0001,10.0,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
33,logistic,0.001,,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
34,logistic,0.001,,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
35,logistic,0.001,,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
36,logistic,0.001,,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
37,logistic,0.001,,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
38,logistic,0.001,,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
39,logistic,0.001,,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
40,logistic,0.001,,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
41,logistic,0.001,,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
42,logistic,0.001,,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
43,logistic,0.0001,10.0,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
44,logistic,0.001,,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
45,logistic,0.001,,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
46,logistic,0.01,,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
47,logistic,0.01,,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
48,logistic,0.01,,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
49,logistic,0.01,,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
50,logistic,0.01,,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
51,logistic,0.01,,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
52,logistic,0.01,,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
53,logistic,0.01,,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
54,logistic,0.01,,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
55,logistic,0.01,,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
56,logistic,0.01,,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
57,logistic,0.01,,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
58,logistic,0.01,,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
59,logistic,0.01,,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
60,logistic,0.01,,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
61,logistic,0.001,32.0,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
62,logistic,0.001,,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
63,logistic,0.001,32.0,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
64,logistic,0.01,,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
65,logistic,0.001,32.0,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
66,logistic,0.0001,,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
67,logistic,0.0001,,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
68,logistic,0.0001,,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
69,logistic,0.0001,,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
70,logistic,0.0001,,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
71,logistic,0.0001,,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
72,logistic,0.0001,,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
73,logistic,0.0001,,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
74,logistic,0.0001,,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
75,logistic,0.0001,,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
76,logistic,0.0001,,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
77,logistic,0.0001,,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
78,logistic,0.0001,,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
79,logistic,0.0001,,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.9039999999999999
80,logistic,0.0001,10.0,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.9039999999999999
81,logistic,0.0001,10.0,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
82,logistic,0.0001,10.0,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.9039999999999999
83,logistic,0.0001,10.0,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.9039999999999999
84,logistic,0.0001,10.0,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.9039999999999999
85,logistic,0.0001,10.0,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.9039999999999999
86,logistic,0.0001,,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.9039999999999999
87,logistic,0.0001,,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.9039999999999999
88,logistic,0.001,32.0,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.8959999999999999
89,logistic,0.0001,10.0,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.8959999999999999
90,logistic,0.0001,10.0,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.8959999999999999
91,logistic,0.0001,10.0,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.8959999999999999
92,logistic,0.0001,10.0,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.8959999999999999
93,logistic,0.0001,10.0,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.8959999999999999
94,logistic,0.0001,10.0,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.8959999999999999
95,logistic,0.001,32.0,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.8959999999999999
96,logistic,0.001,32.0,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.8959999999999999
97,logistic,0.001,32.0,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.8959999999999999
98,logistic,0.001,32.0,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.8959999999999999
99,logistic,0.001,32.0,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.8959999999999999
100,logistic,0.001,32.0,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.8959999999999999
101,logistic,0.001,32.0,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.8959999999999999
102,logistic,0.0001,10.0,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.8959999999999999
103,logistic,0.0001,10.0,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.8959999999999999
104,logistic,0.0001,32.0,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.8880000000000001
105,logistic,0.0001,32.0,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.8880000000000001
106,logistic,0.0001,32.0,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.8880000000000001
107,logistic,0.0001,32.0,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.8880000000000001
108,logistic,0.0001,32.0,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.8880000000000001
109,logistic,0.0001,32.0,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.8880000000000001
110,logistic,0.001,10.0,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.8880000000000001
111,logistic,0.0001,32.0,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.8880000000000001
112,logistic,0.001,10.0,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.8880000000000001
113,logistic,0.001,10.0,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.8880000000000001
114,logistic,0.001,10.0,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.8880000000000001
115,logistic,0.001,10.0,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.8880000000000001
116,logistic,0.001,10.0,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.8880000000000001
117,logistic,0.001,10.0,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.8880000000000001
118,logistic,0.001,10.0,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.8880000000000001
119,logistic,0.0001,32.0,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.8880000000000001
120,logistic,0.001,10.0,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.8800000000000001
121,logistic,0.001,10.0,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.8800000000000001
122,logistic,0.001,10.0,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.8800000000000001
123,logistic,0.001,10.0,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.8800000000000001
124,logistic,0.001,10.0,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.8800000000000001
125,logistic,0.001,10.0,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.8800000000000001
126,logistic,0.001,10.0,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.8800000000000001
127,logistic,0.001,10.0,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.8800000000000001
128,logistic,0.0001,32.0,"[3, 5]",0.001,10000,0.5,True,sgd,1e-06,0.8799999999999999
129,logistic,0.0001,32.0,"[3, 5]",0.01,10000,0.5,True,sgd,1e-06,0.8799999999999999
130,logistic,0.0001,32.0,"[3, 5]",0.1,10000,0.9,True,sgd,1e-06,0.8799999999999999
131,logistic,0.0001,32.0,"[3, 5]",0.1,10000,0.5,True,sgd,1e-06,0.8799999999999999
132,logistic,0.0001,32.0,"[3, 5]",0.01,10000,0.9,True,sgd,1e-06,0.8799999999999999
133,logistic,0.0001,32.0,"[3, 5]",0.005,10000,0.9,True,sgd,1e-06,0.8799999999999999
134,logistic,0.0001,32.0,"[3, 5]",0.005,10000,0.5,True,sgd,1e-06,0.8799999999999999
135,logistic,0.0001,32.0,"[3, 5]",0.001,10000,0.9,True,sgd,1e-06,0.8799999999999999
136,logistic,0.01,32.0,"[2, 3]",0.1,10000,0.9,True,sgd,1e-06,0.8320000000000001
137,logistic,0.01,32.0,"[2, 3]",0.001,10000,0.5,True,sgd,1e-06,0.8320000000000001
138,logistic,0.01,32.0,"[2, 3]",0.001,10000,0.9,True,sgd,1e-06,0.8320000000000001
139,logistic,0.01,32.0,"[2, 3]",0.005,10000,0.5,True,sgd,1e-06,0.8320000000000001
140,logistic,0.01,32.0,"[2, 3]",0.005,10000,0.9,True,sgd,1e-06,0.8320000000000001
141,logistic,0.01,32.0,"[2, 3]",0.01,10000,0.9,True,sgd,1e-06,0.8320000000000001
142,logistic,0.01,32.0,"[2, 3]",0.1,10000,0.5,True,sgd,1e-06,0.8320000000000001
143,logistic,0.01,32.0,"[2, 3]",0.01,10000,0.5,True,sgd,1e-06,0.8320000000000001
