,activation,batch_size,epochs,eps,eta,lmbda,momentum,nesterov,optimizer,sizes,Validation accuracy
49,sigmoid,32.0,500,1e-06,0.0001,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
50,sigmoid,10.0,500,1e-06,0.001,0.001,0.5,True,SGD,"[3, 5]",0.9279999999999999
51,sigmoid,32.0,500,1e-06,0.1,0.0,0.5,True,SGD,"[3, 5]",0.9279999999999999
52,sigmoid,32.0,500,1e-06,0.0001,0.0001,0.9,False,SGD,"[10, 5]",0.9279999999999999
53,sigmoid,10.0,500,1e-06,0.001,0.001,0.0,False,SGD,"[5, 10]",0.9279999999999999
54,sigmoid,32.0,500,1e-06,0.1,0.0,0.0,False,SGD,"[10, 5]",0.9279999999999999
55,sigmoid,10.0,500,1e-06,0.001,0.001,0.0,False,SGD,"[3, 5]",0.9279999999999999
56,sigmoid,10.0,500,1e-06,0.001,0.001,0.9,True,SGD,"[3, 5]",0.9279999999999999
57,sigmoid,10.0,500,1e-06,0.001,0.001,0.9,True,SGD,"[5, 10]",0.9279999999999999
58,sigmoid,32.0,500,1e-06,0.1,0.0001,0.0,True,SGD,"[3, 5]",0.9279999999999999
59,sigmoid,32.0,500,1e-06,0.1,0.0,0.9,True,SGD,"[3, 5]",0.9279999999999999
60,sigmoid,10.0,500,1e-06,0.01,0.0,0.0,False,SGD,"[10, 5]",0.9279999999999999
61,sigmoid,10.0,500,1e-06,0.01,0.0,0.0,False,SGD,"[5, 10]",0.9279999999999999
62,sigmoid,32.0,500,1e-06,0.0001,0.0001,0.0,False,SGD,"[10, 5]",0.9279999999999999
63,sigmoid,10.0,500,1e-06,0.01,0.0,0.0,False,SGD,"[3, 5]",0.9279999999999999
64,sigmoid,32.0,500,1e-06,0.1,0.0,0.9,False,SGD,"[10, 5]",0.9279999999999999
65,sigmoid,10.0,500,1e-06,0.01,0.0,0.0,True,SGD,"[10, 5]",0.9279999999999999
66,sigmoid,10.0,500,1e-06,0.01,0.0,0.0,True,SGD,"[5, 10]",0.9279999999999999
67,sigmoid,32.0,500,1e-06,0.0001,0.0001,0.5,True,SGD,"[3, 5]",0.9279999999999999
68,sigmoid,10.0,500,1e-06,0.01,0.0,0.0,True,SGD,"[3, 5]",0.9279999999999999
69,sigmoid,32.0,500,1e-06,0.1,0.0,0.9,False,SGD,"[3, 5]",0.9279999999999999
70,sigmoid,32.0,500,1e-06,0.0001,0.0001,0.5,True,SGD,"[10, 5]",0.9279999999999999
71,sigmoid,10.0,500,1e-06,0.001,0.001,0.9,False,SGD,"[5, 10]",0.9279999999999999
72,sigmoid,32.0,500,1e-06,0.1,0.0,0.9,True,SGD,"[10, 5]",0.9279999999999999
73,sigmoid,10.0,500,1e-06,0.001,0.001,0.9,False,SGD,"[3, 5]",0.9279999999999999
74,sigmoid,32.0,500,1e-06,0.0001,0.0001,0.5,False,SGD,"[3, 5]",0.9279999999999999
75,sigmoid,10.0,500,1e-06,0.01,0.0001,0.5,False,SGD,"[10, 5]",0.9279999999999999
76,sigmoid,10.0,500,1e-06,0.01,0.0001,0.9,True,SGD,"[3, 5]",0.9279999999999999
77,sigmoid,32.0,500,1e-06,0.1,0.0,0.0,True,SGD,"[10, 5]",0.9279999999999999
78,sigmoid,10.0,500,1e-06,0.1,0.0,0.9,True,SGD,"[5, 10]",0.9279999999999999
79,sigmoid,10.0,500,1e-06,0.1,0.0001,0.0,True,SGD,"[5, 10]",0.9279999999999999
80,sigmoid,10.0,500,1e-06,0.1,0.0001,0.0,True,SGD,"[3, 5]",0.9279999999999999
81,sigmoid,10.0,500,1e-06,0.1,0.001,0.5,True,SGD,"[5, 10]",0.9279999999999999
82,sigmoid,10.0,500,1e-06,0.1,0.0,0.9,False,SGD,"[10, 5]",0.9279999999999999
83,sigmoid,10.0,500,1e-06,0.1,0.0,0.9,False,SGD,"[5, 10]",0.9279999999999999
84,sigmoid,10.0,500,1e-06,0.1,0.0,0.9,False,SGD,"[3, 5]",0.9279999999999999
85,sigmoid,10.0,500,1e-06,0.1,0.0,0.9,True,SGD,"[10, 5]",0.9279999999999999
86,sigmoid,10.0,500,1e-06,0.1,0.001,0.5,False,SGD,"[3, 5]",0.9279999999999999
87,sigmoid,32.0,500,1e-06,0.0001,0.0,0.5,False,SGD,"[3, 5]",0.9279999999999999
88,sigmoid,10.0,500,1e-06,0.1,0.0,0.9,True,SGD,"[3, 5]",0.9279999999999999
89,sigmoid,10.0,500,1e-06,0.1,0.0,0.5,False,SGD,"[10, 5]",0.9279999999999999
90,sigmoid,10.0,500,1e-06,0.1,0.0,0.5,False,SGD,"[5, 10]",0.9279999999999999
91,sigmoid,10.0,500,1e-06,0.1,0.001,0.5,False,SGD,"[5, 10]",0.9279999999999999
92,sigmoid,10.0,500,1e-06,0.1,0.0,0.5,False,SGD,"[3, 5]",0.9279999999999999
93,sigmoid,10.0,500,1e-06,0.1,0.0,0.5,True,SGD,"[10, 5]",0.9279999999999999
94,sigmoid,10.0,500,1e-06,0.1,0.0,0.5,True,SGD,"[5, 10]",0.9279999999999999
95,sigmoid,10.0,500,1e-06,0.1,0.0001,0.0,True,SGD,"[10, 5]",0.9279999999999999
96,sigmoid,10.0,500,1e-06,0.1,0.001,0.5,True,SGD,"[3, 5]",0.9279999999999999
97,sigmoid,10.0,500,1e-06,0.1,0.0001,0.0,False,SGD,"[3, 5]",0.9279999999999999
98,sigmoid,10.0,500,1e-06,0.1,0.0001,0.0,False,SGD,"[5, 10]",0.9279999999999999
99,sigmoid,10.0,500,1e-06,0.1,0.0001,0.9,False,SGD,"[5, 10]",0.9279999999999999
100,sigmoid,10.0,500,1e-06,0.1,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
101,sigmoid,10.0,500,1e-06,0.1,0.001,0.0,True,SGD,"[5, 10]",0.9279999999999999
102,sigmoid,10.0,500,1e-06,0.1,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
103,sigmoid,10.0,500,1e-06,0.1,0.0001,0.9,True,SGD,"[5, 10]",0.9279999999999999
104,sigmoid,10.0,500,1e-06,0.1,0.0001,0.9,True,SGD,"[3, 5]",0.9279999999999999
105,sigmoid,10.0,500,1e-06,0.1,0.0001,0.5,False,SGD,"[10, 5]",0.9279999999999999
106,sigmoid,10.0,500,1e-06,0.1,0.0001,0.5,False,SGD,"[5, 10]",0.9279999999999999
107,sigmoid,10.0,500,1e-06,0.1,0.001,0.0,False,SGD,"[3, 5]",0.9279999999999999
108,sigmoid,10.0,500,1e-06,0.1,0.0001,0.5,False,SGD,"[3, 5]",0.9279999999999999
109,sigmoid,10.0,500,1e-06,0.1,0.0001,0.5,True,SGD,"[10, 5]",0.9279999999999999
110,sigmoid,10.0,500,1e-06,0.1,0.0001,0.5,True,SGD,"[5, 10]",0.9279999999999999
111,sigmoid,10.0,500,1e-06,0.1,0.001,0.0,False,SGD,"[5, 10]",0.9279999999999999
112,sigmoid,10.0,500,1e-06,0.1,0.0001,0.5,True,SGD,"[3, 5]",0.9279999999999999
113,sigmoid,10.0,500,1e-06,0.1,0.0001,0.0,False,SGD,"[10, 5]",0.9279999999999999
114,sigmoid,10.0,500,1e-06,0.1,0.0,0.5,True,SGD,"[3, 5]",0.9279999999999999
115,sigmoid,10.0,500,1e-06,0.1,0.001,0.9,True,SGD,"[3, 5]",0.9279999999999999
116,sigmoid,10.0,500,1e-06,0.1,0.0,0.0,False,SGD,"[10, 5]",0.9279999999999999
117,sigmoid,10.0,500,1e-06,0.01,0.001,0.5,True,SGD,"[3, 5]",0.9279999999999999
118,sigmoid,10.0,500,1e-06,0.01,0.001,0.0,False,SGD,"[5, 10]",0.9279999999999999
119,sigmoid,10.0,500,1e-06,0.01,0.001,0.0,False,SGD,"[3, 5]",0.9279999999999999
120,sigmoid,32.0,500,1e-06,0.0001,0.0,0.0,False,SGD,"[10, 5]",0.9279999999999999
121,sigmoid,32.0,500,1e-06,0.1,0.0001,0.9,False,SGD,"[10, 5]",0.9279999999999999
122,sigmoid,10.0,500,1e-06,0.01,0.001,0.0,True,SGD,"[5, 10]",0.9279999999999999
123,sigmoid,32.0,500,1e-06,0.0001,0.0,0.5,True,SGD,"[3, 5]",0.9279999999999999
124,sigmoid,10.0,500,1e-06,0.01,0.001,0.0,True,SGD,"[3, 5]",0.9279999999999999
125,sigmoid,32.0,500,1e-06,0.1,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
126,sigmoid,10.0,500,1e-06,0.01,0.0001,0.9,False,SGD,"[10, 5]",0.9279999999999999
127,sigmoid,10.0,500,1e-06,0.01,0.0001,0.9,False,SGD,"[5, 10]",0.9279999999999999
128,sigmoid,32.0,500,1e-06,0.0001,0.0,0.5,True,SGD,"[10, 5]",0.9279999999999999
129,sigmoid,10.0,500,1e-06,0.01,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
130,sigmoid,32.0,500,1e-06,0.1,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
131,sigmoid,10.0,500,1e-06,0.01,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
132,sigmoid,10.0,500,1e-06,0.01,0.0001,0.9,True,SGD,"[5, 10]",0.9279999999999999
133,sigmoid,32.0,500,1e-06,0.0001,0.0,0.0,False,SGD,"[3, 5]",0.9279999999999999
134,sigmoid,32.0,500,1e-06,0.001,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
135,sigmoid,10.0,500,1e-06,0.1,0.0,0.0,False,SGD,"[5, 10]",0.9279999999999999
136,sigmoid,10.0,500,1e-06,0.01,0.001,0.5,True,SGD,"[5, 10]",0.9279999999999999
137,sigmoid,10.0,500,1e-06,0.1,0.0,0.0,False,SGD,"[3, 5]",0.9279999999999999
138,sigmoid,10.0,500,1e-06,0.1,0.001,0.9,True,SGD,"[5, 10]",0.9279999999999999
139,sigmoid,10.0,500,1e-06,0.1,0.0,0.0,True,SGD,"[10, 5]",0.9279999999999999
140,sigmoid,10.0,500,1e-06,0.1,0.0,0.0,True,SGD,"[5, 10]",0.9279999999999999
141,sigmoid,10.0,500,1e-06,0.1,0.0,0.0,True,SGD,"[3, 5]",0.9279999999999999
142,sigmoid,10.0,500,1e-06,0.1,0.001,0.9,False,SGD,"[3, 5]",0.9279999999999999
143,sigmoid,10.0,500,1e-06,0.01,0.001,0.9,False,SGD,"[5, 10]",0.9279999999999999
144,sigmoid,10.0,500,1e-06,0.01,0.001,0.9,False,SGD,"[3, 5]",0.9279999999999999
145,sigmoid,10.0,500,1e-06,0.1,0.001,0.9,False,SGD,"[5, 10]",0.9279999999999999
146,sigmoid,10.0,500,1e-06,0.01,0.001,0.9,True,SGD,"[5, 10]",0.9279999999999999
147,sigmoid,10.0,500,1e-06,0.01,0.001,0.9,True,SGD,"[3, 5]",0.9279999999999999
148,sigmoid,32.0,500,1e-06,0.0001,0.0,0.0,True,SGD,"[3, 5]",0.9279999999999999
149,sigmoid,10.0,500,1e-06,0.01,0.001,0.5,False,SGD,"[5, 10]",0.9279999999999999
150,sigmoid,10.0,500,1e-06,0.01,0.001,0.5,False,SGD,"[3, 5]",0.9279999999999999
151,sigmoid,32.0,500,1e-06,0.0001,0.0,0.0,True,SGD,"[10, 5]",0.9279999999999999
152,sigmoid,32.0,500,1e-06,0.1,0.0,0.0,False,SGD,"[3, 5]",0.9279999999999999
153,sigmoid,10.0,500,1e-06,0.1,0.0001,0.9,False,SGD,"[10, 5]",0.9279999999999999
154,sigmoid,10.0,500,1e-06,0.001,0.001,0.0,True,SGD,"[5, 10]",0.9279999999999999
155,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.5,True,SGD,"[5, 10]",0.9279999999999999
156,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.9,False,SGD,"[10, 5]",0.9279999999999999
157,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.9,False,SGD,"[5, 10]",0.9279999999999999
158,sigmoid,32.0,500,1e-06,0.001,0.0,0.9,False,SGD,"[10, 5]",0.9279999999999999
159,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
160,sigmoid,32.0,500,1e-06,0.01,0.0,0.0,False,SGD,"[10, 5]",0.9279999999999999
161,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
162,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.9,True,SGD,"[5, 10]",0.9279999999999999
163,sigmoid,32.0,500,1e-06,0.001,0.0001,0.0,True,SGD,"[3, 5]",0.9279999999999999
164,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.9,True,SGD,"[3, 5]",0.9279999999999999
165,sigmoid,32.0,500,1e-06,0.01,0.0,0.0,False,SGD,"[3, 5]",0.9279999999999999
166,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.5,False,SGD,"[10, 5]",0.9279999999999999
167,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.5,False,SGD,"[5, 10]",0.9279999999999999
168,sigmoid,32.0,500,1e-06,0.001,0.0001,0.0,True,SGD,"[10, 5]",0.9279999999999999
169,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.5,False,SGD,"[3, 5]",0.9279999999999999
170,sigmoid,32.0,500,1e-06,0.01,0.0,0.0,True,SGD,"[10, 5]",0.9279999999999999
171,sigmoid,32.0,500,1e-06,0.01,0.0,0.5,True,SGD,"[3, 5]",0.9279999999999999
172,sigmoid,10.0,500,1e-06,0.0001,0.001,0.0,True,SGD,"[3, 5]",0.9279999999999999
173,sigmoid,32.0,500,1e-06,0.001,0.0,0.9,False,SGD,"[3, 5]",0.9279999999999999
174,sigmoid,32.0,500,1e-06,0.001,0.0,0.5,False,SGD,"[10, 5]",0.9279999999999999
175,sigmoid,10.0,500,1e-06,0.0001,0.001,0.5,False,SGD,"[5, 10]",0.9279999999999999
176,sigmoid,32.0,500,1e-06,0.01,0.0,0.9,True,SGD,"[10, 5]",0.9279999999999999
177,sigmoid,10.0,500,1e-06,0.0001,0.001,0.5,False,SGD,"[3, 5]",0.9279999999999999
178,sigmoid,32.0,500,1e-06,0.001,0.0,0.5,False,SGD,"[3, 5]",0.9279999999999999
179,sigmoid,32.0,500,1e-06,0.01,0.0,0.9,True,SGD,"[3, 5]",0.9279999999999999
180,sigmoid,10.0,500,1e-06,0.0001,0.001,0.5,True,SGD,"[5, 10]",0.9279999999999999
181,sigmoid,10.0,500,1e-06,0.0001,0.001,0.5,True,SGD,"[3, 5]",0.9279999999999999
182,sigmoid,10.0,500,1e-06,0.0001,0.001,0.0,True,SGD,"[5, 10]",0.9279999999999999
183,sigmoid,32.0,500,1e-06,0.01,0.0,0.5,False,SGD,"[10, 5]",0.9279999999999999
184,sigmoid,32.0,500,1e-06,0.001,0.0,0.9,True,SGD,"[3, 5]",0.9279999999999999
185,sigmoid,10.0,500,1e-06,0.0001,0.001,0.0,False,SGD,"[5, 10]",0.9279999999999999
186,sigmoid,32.0,500,1e-06,0.01,0.0,0.5,False,SGD,"[3, 5]",0.9279999999999999
187,sigmoid,10.0,500,1e-06,0.0001,0.001,0.0,False,SGD,"[3, 5]",0.9279999999999999
188,sigmoid,32.0,500,1e-06,0.01,0.0,0.5,True,SGD,"[10, 5]",0.9279999999999999
189,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.5,True,SGD,"[10, 5]",0.9279999999999999
190,sigmoid,32.0,500,1e-06,0.001,0.0001,0.0,False,SGD,"[3, 5]",0.9279999999999999
191,sigmoid,32.0,500,1e-06,0.01,0.0,0.9,False,SGD,"[3, 5]",0.9279999999999999
192,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.5,True,SGD,"[3, 5]",0.9279999999999999
193,sigmoid,10.0,500,1e-06,0.0001,0.0,0.5,False,SGD,"[5, 10]",0.9279999999999999
194,sigmoid,32.0,500,1e-06,0.001,0.0001,0.5,False,SGD,"[3, 5]",0.9279999999999999
195,sigmoid,10.0,500,1e-06,0.0001,0.0,0.5,False,SGD,"[3, 5]",0.9279999999999999
196,sigmoid,10.0,500,1e-06,0.0001,0.0,0.5,True,SGD,"[10, 5]",0.9279999999999999
197,sigmoid,10.0,500,1e-06,0.0001,0.0,0.5,True,SGD,"[5, 10]",0.9279999999999999
198,sigmoid,10.0,500,1e-06,0.0001,0.0,0.5,True,SGD,"[3, 5]",0.9279999999999999
199,sigmoid,32.0,500,1e-06,0.001,0.0001,0.5,False,SGD,"[10, 5]",0.9279999999999999
200,sigmoid,10.0,500,1e-06,0.0001,0.0,0.0,False,SGD,"[10, 5]",0.9279999999999999
201,sigmoid,10.0,500,1e-06,0.0001,0.0,0.0,False,SGD,"[5, 10]",0.9279999999999999
202,sigmoid,32.0,500,1e-06,0.001,0.0001,0.9,False,SGD,"[10, 5]",0.9279999999999999
203,sigmoid,10.0,500,1e-06,0.0001,0.0,0.0,False,SGD,"[3, 5]",0.9279999999999999
204,sigmoid,32.0,500,1e-06,0.001,0.0001,0.9,True,SGD,"[3, 5]",0.9279999999999999
205,sigmoid,10.0,500,1e-06,0.0001,0.0,0.0,True,SGD,"[10, 5]",0.9279999999999999
206,sigmoid,10.0,500,1e-06,0.0001,0.0,0.0,True,SGD,"[5, 10]",0.9279999999999999
207,sigmoid,32.0,500,1e-06,0.001,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
208,sigmoid,10.0,500,1e-06,0.0001,0.0,0.5,False,SGD,"[10, 5]",0.9279999999999999
209,sigmoid,10.0,500,1e-06,0.0001,0.0,0.9,True,SGD,"[3, 5]",0.9279999999999999
210,sigmoid,32.0,500,1e-06,0.001,0.0001,0.5,True,SGD,"[10, 5]",0.9279999999999999
211,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.0,True,SGD,"[10, 5]",0.9279999999999999
212,sigmoid,32.0,500,1e-06,0.01,0.0,0.0,True,SGD,"[3, 5]",0.9279999999999999
213,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.0,False,SGD,"[10, 5]",0.9279999999999999
214,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.0,False,SGD,"[5, 10]",0.9279999999999999
215,sigmoid,10.0,500,1e-06,0.0001,0.0,0.0,True,SGD,"[3, 5]",0.9279999999999999
216,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.0,False,SGD,"[3, 5]",0.9279999999999999
217,sigmoid,32.0,500,1e-06,0.001,0.0001,0.0,False,SGD,"[10, 5]",0.9279999999999999
218,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.0,True,SGD,"[5, 10]",0.9279999999999999
219,sigmoid,10.0,500,1e-06,0.0001,0.0,0.9,True,SGD,"[5, 10]",0.9279999999999999
220,sigmoid,10.0,500,1e-06,0.0001,0.0001,0.0,True,SGD,"[3, 5]",0.9279999999999999
221,sigmoid,32.0,500,1e-06,0.001,0.0001,0.5,True,SGD,"[3, 5]",0.9279999999999999
222,sigmoid,10.0,500,1e-06,0.0001,0.0,0.9,False,SGD,"[10, 5]",0.9279999999999999
223,sigmoid,10.0,500,1e-06,0.0001,0.0,0.9,False,SGD,"[5, 10]",0.9279999999999999
224,sigmoid,10.0,500,1e-06,0.0001,0.0,0.9,False,SGD,"[3, 5]",0.9279999999999999
225,sigmoid,10.0,500,1e-06,0.0001,0.0,0.9,True,SGD,"[10, 5]",0.9279999999999999
226,sigmoid,32.0,500,1e-06,0.001,0.0,0.5,True,SGD,"[10, 5]",0.9279999999999999
227,sigmoid,32.0,500,1e-06,0.001,0.0,0.9,True,SGD,"[10, 5]",0.9279999999999999
228,sigmoid,10.0,500,1e-06,0.0001,0.001,0.9,True,SGD,"[3, 5]",0.9279999999999999
229,sigmoid,10.0,500,1e-06,0.001,0.0,0.5,False,SGD,"[3, 5]",0.9279999999999999
230,sigmoid,32.0,500,1e-06,0.01,0.0001,0.5,True,SGD,"[10, 5]",0.9279999999999999
231,sigmoid,10.0,500,1e-06,0.001,0.0,0.5,False,SGD,"[5, 10]",0.9279999999999999
232,sigmoid,10.0,500,1e-06,0.001,0.0001,0.9,False,SGD,"[3, 5]",0.9279999999999999
233,sigmoid,10.0,500,1e-06,0.001,0.0,0.5,False,SGD,"[10, 5]",0.9279999999999999
234,sigmoid,10.0,500,1e-06,0.001,0.0,0.9,True,SGD,"[3, 5]",0.9279999999999999
235,sigmoid,10.0,500,1e-06,0.001,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
236,sigmoid,32.0,500,1e-06,0.01,0.0001,0.5,False,SGD,"[3, 5]",0.9279999999999999
237,sigmoid,10.0,500,1e-06,0.001,0.0,0.9,True,SGD,"[5, 10]",0.9279999999999999
238,sigmoid,10.0,500,1e-06,0.001,0.0001,0.9,True,SGD,"[5, 10]",0.9279999999999999
239,sigmoid,10.0,500,1e-06,0.001,0.0,0.9,True,SGD,"[10, 5]",0.9279999999999999
240,sigmoid,10.0,500,1e-06,0.001,0.0001,0.5,True,SGD,"[3, 5]",0.9279999999999999
241,sigmoid,32.0,500,1e-06,0.01,0.0001,0.5,False,SGD,"[10, 5]",0.9279999999999999
242,sigmoid,10.0,500,1e-06,0.001,0.0,0.9,False,SGD,"[3, 5]",0.9279999999999999
243,sigmoid,32.0,500,1e-06,0.01,0.0001,0.9,True,SGD,"[3, 5]",0.9279999999999999
244,sigmoid,10.0,500,1e-06,0.001,0.0,0.9,False,SGD,"[5, 10]",0.9279999999999999
245,sigmoid,10.0,500,1e-06,0.001,0.0001,0.5,False,SGD,"[5, 10]",0.9279999999999999
246,sigmoid,10.0,500,1e-06,0.001,0.0,0.9,False,SGD,"[10, 5]",0.9279999999999999
247,sigmoid,32.0,500,1e-06,0.001,0.0,0.5,True,SGD,"[3, 5]",0.9279999999999999
248,sigmoid,10.0,500,1e-06,0.001,0.0001,0.0,True,SGD,"[3, 5]",0.9279999999999999
249,sigmoid,32.0,500,1e-06,0.01,0.0001,0.9,True,SGD,"[10, 5]",0.9279999999999999
250,sigmoid,10.0,500,1e-06,0.001,0.0001,0.5,False,SGD,"[10, 5]",0.9279999999999999
251,sigmoid,10.0,500,1e-06,0.001,0.0001,0.0,True,SGD,"[5, 10]",0.9279999999999999
252,sigmoid,10.0,500,1e-06,0.001,0.0001,0.0,True,SGD,"[10, 5]",0.9279999999999999
253,sigmoid,10.0,500,1e-06,0.001,0.0001,0.9,True,SGD,"[3, 5]",0.9279999999999999
